District,Crop,Soil,Area_Hectares,Motor_HP,Total_Liters_Used,Irrigation_Hours
Sargodha,Maize,Sandy,19.93,25.0,34774601.67,150.46
Sukkur,Wheat,Sandy,15.53,5.0,22619413.61,388.88
Sukkur,Sugarcane,Clay,15.94,5.0,12688727.12,223.36
Multan,Maize,Loam,15.95,40.0,15340650.65,53.44
Sukkur,Sugarcane,Sandy,12.43,5.0,22198480.78,409.93
Sukkur,Maize,Clay,16.68,40.0,13149703.26,30.74
Lahore,Cotton,Loam,12.04,30.0,10984570.03,88.54
Faisalabad,Cotton,Loam,3.52,20.0,4338247.09,47.89
Faisalabad,Wheat,Sandy,9.18,7.5,14778286.12,424.41
Multan,Cotton,Sandy,13.2,15.0,22216776.03,205.66
Faisalabad,Cotton,Sandy,4.52,40.0,6510941.1,35.6
Lahore,Cotton,Clay,18.42,30.0,19282569.53,146.96
Hyderabad,Wheat,Loam,19.7,15.0,20358361.7,100.03
Sargodha,Maize,Loam,16.31,20.0,14748019.9,83.51
Sargodha,Sugarcane,Loam,18.19,40.0,19412512.8,53.59
Sukkur,Sugarcane,Loam,11.43,50.0,14743926.38,26.18
Bahawalpur,Rice,Clay,13.84,15.0,14897964.07,264.13
Lahore,Wheat,Clay,12.6,40.0,12822816.98,78.14
Sargodha,Wheat,Loam,14.64,7.5,18491370.15,255.68
Hyderabad,Rice,Loam,16.83,30.0,15300806.94,35.06
Sukkur,Sugarcane,Loam,16.44,20.0,25837756.51,118.88
Bahawalpur,Sugarcane,Loam,5.49,30.0,7131340.77,66.96
Faisalabad,Sugarcane,Clay,3.49,5.0,3200290.95,133.95
Multan,Maize,Sandy,5.66,20.0,6125587.85,44.24
Sukkur,Rice,Sandy,9.0,50.0,18929331.95,33.01
Lahore,Cotton,Loam,19.91,25.0,19310000.64,181.26
Sukkur,Wheat,Clay,10.85,25.0,8739072.3,30.41
Bahawalpur,Sugarcane,Loam,18.31,15.0,25646748.77,479.94
Hyderabad,Maize,Sandy,13.92,10.0,17328170.34,120.41
Sukkur,Wheat,Sandy,12.74,30.0,21578080.52,62.97
Faisalabad,Wheat,Loam,14.94,50.0,18616057.33,76.52
Sargodha,Wheat,Loam,14.49,40.0,18771306.13,49.94
Hyderabad,Cotton,Loam,10.35,10.0,13094421.98,91.38
Bahawalpur,Sugarcane,Sandy,9.02,40.0,15748504.07,108.32
Lahore,Rice,Loam,6.59,50.0,10126285.7,47.34
Bahawalpur,Wheat,Sandy,12.51,50.0,12905777.89,71.03
Bahawalpur,Sugarcane,Sandy,17.25,50.0,30847391.92,168.05
Sargodha,Cotton,Loam,3.48,50.0,4318670.61,9.52
Faisalabad,Wheat,Loam,10.46,50.0,10205125.89,43.24
Sukkur,Rice,Sandy,12.99,50.0,29197381.1,51.8
Hyderabad,Maize,Sandy,13.93,25.0,20379321.77,60.74
Hyderabad,Maize,Sandy,10.44,25.0,16498035.68,49.39
Sargodha,Sugarcane,Loam,15.71,30.0,17371453.74,60.92
Multan,Wheat,Clay,16.75,15.0,15437033.47,146.78
Sargodha,Cotton,Clay,17.11,15.0,16978857.14,122.98
Faisalabad,Sugarcane,Sandy,5.94,20.0,12280886.29,130.75
Sargodha,Maize,Loam,19.2,20.0,23841838.61,126.46
Bahawalpur,Sugarcane,Sandy,13.59,50.0,25150685.25,141.28
Faisalabad,Maize,Loam,10.37,15.0,10545933.09,155.09
Faisalabad,Cotton,Clay,5.02,20.0,4338883.67,48.81
Sukkur,Maize,Loam,10.66,10.0,12023845.88,106.33
Hyderabad,Wheat,Clay,8.56,40.0,6952191.77,12.64
Faisalabad,Rice,Loam,11.34,15.0,11697509.92,171.52
Sukkur,Maize,Clay,15.86,20.0,12159615.78,53.78
Faisalabad,Wheat,Sandy,1.39,20.0,1745631.25,19.5
Sargodha,Sugarcane,Clay,1.97,25.0,1966415.74,8.5
Sukkur,Sugarcane,Loam,2.44,15.0,2029236.81,11.59
Faisalabad,Cotton,Loam,11.51,15.0,8594531.32,120.66
Hyderabad,Wheat,Clay,18.65,10.0,18561752.6,137.73
Sargodha,Maize,Sandy,6.22,25.0,9159762.18,38.04
Sargodha,Sugarcane,Clay,1.79,50.0,1802902.53,3.89
Sargodha,Wheat,Loam,1.87,10.0,2187671.0,24.76
Bahawalpur,Maize,Loam,19.8,15.0,14792124.35,256.32
Lahore,Cotton,Sandy,8.69,7.5,13874116.58,448.87
Multan,Cotton,Loam,18.4,40.0,16033750.49,57.86
Faisalabad,Sugarcane,Sandy,2.84,40.0,5191866.18,29.05
Sargodha,Maize,Loam,7.11,7.5,6854474.38,100.48
Sargodha,Cotton,Loam,5.09,30.0,4914090.63,17.69
Hyderabad,Cotton,Loam,9.55,20.0,12702107.79,45.03
Faisalabad,Wheat,Clay,13.04,30.0,13381542.25,94.41
Multan,Wheat,Sandy,4.52,50.0,8128056.97,24.45
Multan,Wheat,Clay,7.31,40.0,6335627.34,22.22
Bahawalpur,Maize,Sandy,13.8,7.5,17978601.74,681.85
Multan,Wheat,Sandy,11.23,30.0,12552818.08,58.28
Multan,Rice,Sandy,12.89,30.0,28693568.18,132.96
Bahawalpur,Sugarcane,Clay,7.97,25.0,10092806.21,112.37
Multan,Sugarcane,Loam,4.66,20.0,4526697.72,34.41
Hyderabad,Wheat,Clay,16.08,50.0,14505419.52,21.66
Faisalabad,Maize,Sandy,10.39,5.0,14966175.27,644.85
Lahore,Rice,Clay,4.87,20.0,6359688.61,72.88
Faisalabad,Sugarcane,Clay,11.32,10.0,13889348.01,287.99
Sukkur,Wheat,Loam,16.41,30.0,17832731.45,54.33
Sargodha,Wheat,Clay,16.67,7.5,16461775.37,241.57
Sargodha,Maize,Sandy,18.7,7.5,28619262.99,393.38
Multan,Sugarcane,Sandy,14.47,40.0,21873774.09,77.01
Faisalabad,Maize,Clay,17.04,50.0,14314122.82,59.39
Sargodha,Maize,Sandy,15.12,10.0,18002739.57,185.29
Hyderabad,Maize,Sandy,8.66,50.0,12671774.95,18.72
Hyderabad,Sugarcane,Sandy,7.47,10.0,14292507.19,104.13
Sukkur,Rice,Clay,10.83,50.0,14521959.72,26.37
Multan,Sugarcane,Loam,16.0,10.0,19591463.91,269.33
Lahore,Rice,Clay,1.05,50.0,1159773.46,5.34
Sukkur,Maize,Clay,3.39,7.5,2806838.43,34.34
Lahore,Wheat,Loam,2.04,20.0,1619245.03,18.34
Sukkur,Wheat,Loam,12.75,5.0,12356118.28,232.45
Sukkur,Rice,Sandy,5.09,10.0,9138992.82,85.54
Bahawalpur,Cotton,Loam,1.18,5.0,1454446.44,77.13
Sargodha,Sugarcane,Sandy,15.67,15.0,29451202.78,207.73
Bahawalpur,Cotton,Loam,5.5,25.0,6890285.57,78.15
Sukkur,Maize,Loam,1.51,30.0,1644331.36,4.79
Bahawalpur,Maize,Loam,8.83,40.0,10180292.54,68.14
Sukkur,Maize,Clay,15.46,10.0,13430903.73,119.84
Sukkur,Sugarcane,Loam,10.5,20.0,13862417.18,61.65
Faisalabad,Rice,Sandy,8.84,5.0,16363883.09,691.77
Hyderabad,Maize,Sandy,2.4,15.0,4394779.36,21.0
Sargodha,Rice,Loam,5.71,25.0,7706019.86,32.88
Multan,Rice,Clay,3.33,10.0,4125117.43,59.25
Bahawalpur,Maize,Clay,6.97,15.0,6189296.56,108.57
Faisalabad,Maize,Loam,4.6,40.0,6220858.74,32.09
Faisalabad,Maize,Sandy,6.7,5.0,8720543.49,395.83
Lahore,Cotton,Clay,2.69,25.0,2054956.17,18.76
Bahawalpur,Wheat,Loam,17.59,10.0,16959416.38,466.28
Sargodha,Cotton,Loam,5.63,25.0,6865139.26,29.7
Sargodha,Cotton,Sandy,11.84,25.0,22710354.12,99.14
Sargodha,Rice,Clay,9.23,25.0,11809581.57,53.58
Hyderabad,Sugarcane,Loam,10.65,40.0,18101291.41,33.88
Sargodha,Rice,Loam,6.07,20.0,7194810.97,37.19
Hyderabad,Wheat,Clay,7.93,20.0,6732592.06,23.8
Sukkur,Sugarcane,Loam,4.64,5.0,5903755.36,112.09
Bahawalpur,Rice,Sandy,16.79,15.0,29890334.88,545.48
Bahawalpur,Cotton,Clay,2.32,7.5,2196539.62,76.32
Multan,Wheat,Clay,10.4,40.0,6088395.66,21.3
Faisalabad,Sugarcane,Sandy,1.66,5.0,3654623.36,162.99
Bahawalpur,Wheat,Sandy,3.98,25.0,5610228.47,62.25
Sargodha,Rice,Clay,2.02,5.0,2148995.03,45.06
Lahore,Maize,Clay,4.3,20.0,2848511.74,32.08
Lahore,Maize,Loam,9.02,10.0,7397736.45,165.15
Lahore,Sugarcane,Clay,2.77,5.0,3157918.89,152.92
Faisalabad,Wheat,Clay,13.34,50.0,10901049.41,47.52
Sargodha,Maize,Sandy,11.91,50.0,9433392.42,19.75
Bahawalpur,Sugarcane,Loam,18.64,10.0,23929865.33,628.82
Sukkur,Maize,Clay,10.74,25.0,7466500.04,26.75
Faisalabad,Rice,Clay,16.01,40.0,16743550.31,86.92
Lahore,Sugarcane,Sandy,1.83,5.0,2419284.01,116.85
Lahore,Sugarcane,Loam,14.3,25.0,14047938.73,137.71
Hyderabad,Cotton,Sandy,1.34,20.0,1710905.39,6.19
Sukkur,Rice,Loam,12.39,25.0,17933745.09,62.73
Faisalabad,Maize,Loam,3.44,10.0,3107142.93,67.6
Multan,Rice,Loam,16.83,15.0,27654532.2,254.49
Sukkur,Wheat,Clay,10.64,50.0,8223132.71,14.88
Sargodha,Maize,Clay,14.43,15.0,14849532.68,112.42
Sargodha,Cotton,Loam,17.39,5.0,20788723.66,447.39
Sargodha,Cotton,Sandy,7.54,5.0,17113881.2,378.5
Lahore,Sugarcane,Sandy,9.11,50.0,18611716.22,82.88
Sargodha,Sugarcane,Clay,1.11,25.0,975515.71,4.16
Faisalabad,Rice,Clay,11.73,15.0,12784541.06,177.54
Sukkur,Sugarcane,Clay,11.8,20.0,10262842.71,44.61
Faisalabad,Cotton,Sandy,8.65,40.0,13486037.49,72.86
Multan,Wheat,Clay,2.26,50.0,1870700.55,5.29
Multan,Cotton,Clay,7.89,50.0,6790561.73,20.62
Bahawalpur,Sugarcane,Loam,12.41,15.0,13160451.63,226.23
Faisalabad,Rice,Loam,9.85,50.0,14863926.13,62.58
Bahawalpur,Maize,Clay,2.78,5.0,2047496.2,116.15
Multan,Sugarcane,Loam,16.85,20.0,18038815.08,136.83
Lahore,Rice,Clay,8.97,30.0,10916443.05,86.06
Lahore,Wheat,Clay,9.16,7.5,7213080.74,236.63
Hyderabad,Maize,Loam,12.05,5.0,12535082.65,178.35
Multan,Maize,Loam,19.72,50.0,24372944.23,69.3
Lahore,Sugarcane,Clay,18.79,20.0,21024326.1,237.78
Hyderabad,Sugarcane,Sandy,13.97,15.0,19659135.14,98.83
Multan,Cotton,Loam,19.39,15.0,26706445.89,256.73
Bahawalpur,Sugarcane,Loam,13.25,5.0,21062314.81,1097.1
Lahore,Rice,Clay,10.56,30.0,8882768.64,70.91
Sukkur,Cotton,Sandy,6.74,15.0,12720236.85,74.45
Hyderabad,Wheat,Clay,12.49,5.0,13451389.29,195.24
Multan,Cotton,Loam,17.68,20.0,18226713.46,133.52
Bahawalpur,Rice,Loam,14.94,30.0,20979251.39,180.01
Lahore,Cotton,Sandy,3.78,30.0,7221440.41,54.12
Sargodha,Rice,Loam,11.66,25.0,18466953.46,79.11
Sargodha,Maize,Clay,11.45,25.0,7667979.96,34.06
Hyderabad,Sugarcane,Clay,15.15,7.5,14248684.35,135.8
Faisalabad,Maize,Sandy,9.87,30.0,13122931.32,93.71
Sukkur,Rice,Loam,16.8,10.0,19673111.78,185.86
Lahore,Cotton,Clay,17.44,30.0,14360990.33,116.54
Sukkur,Rice,Clay,7.12,25.0,10330390.47,35.66
Hyderabad,Rice,Sandy,4.88,40.0,9918632.62,17.8
Bahawalpur,Rice,Sandy,19.91,30.0,46092451.02,396.14
Multan,Maize,Loam,1.7,5.0,1588948.76,45.77
Hyderabad,Wheat,Sandy,13.05,7.5,21844338.78,218.22
Sukkur,Maize,Loam,15.79,10.0,17614032.92,163.53
Bahawalpur,Maize,Clay,11.66,30.0,10111718.35,88.29
Sukkur,Cotton,Clay,3.63,20.0,3775108.05,17.57
Sukkur,Sugarcane,Sandy,3.4,40.0,8474258.37,18.76
Hyderabad,Sugarcane,Clay,4.61,5.0,5580528.17,78.85
Bahawalpur,Wheat,Clay,12.75,7.5,11930698.4,423.75
Sargodha,Cotton,Clay,11.06,10.0,6870598.96,74.71
Faisalabad,Cotton,Loam,19.57,15.0,25181043.17,352.2
Bahawalpur,Rice,Loam,16.38,15.0,15713290.73,272.12
Lahore,Rice,Sandy,19.72,10.0,43657378.51,1055.5
Bahawalpur,Sugarcane,Sandy,1.29,30.0,1621039.99,15.09
Multan,Maize,Clay,5.39,10.0,5849532.1,83.92
Multan,Rice,Loam,15.28,20.0,18226047.56,124.94
Bahawalpur,Cotton,Clay,16.88,5.0,17871029.29,990.24
Hyderabad,Cotton,Clay,12.48,50.0,12290023.57,18.65
Lahore,Maize,Loam,11.79,20.0,13832575.99,168.26
Lahore,Wheat,Clay,16.99,20.0,14581181.25,162.21
Lahore,Maize,Clay,10.23,40.0,7912441.1,48.41
Sargodha,Rice,Sandy,6.58,30.0,11398745.82,42.01
Faisalabad,Cotton,Sandy,11.92,10.0,17381888.13,391.45
Bahawalpur,Wheat,Sandy,10.25,10.0,13416466.37,363.4
Hyderabad,Wheat,Loam,5.67,50.0,6800706.24,10.01
Multan,Cotton,Clay,1.42,25.0,1508489.89,9.0
Faisalabad,Maize,Clay,11.71,30.0,13125434.95,95.21
Sukkur,Rice,Clay,18.09,20.0,19593410.19,87.43
Multan,Rice,Loam,15.63,40.0,24171092.91,86.64
Sukkur,Cotton,Sandy,5.65,50.0,8103239.46,13.94
Faisalabad,Maize,Loam,1.21,25.0,1356920.54,11.23
Sukkur,Maize,Clay,18.48,10.0,18402049.14,163.81
Hyderabad,Maize,Sandy,11.46,50.0,11666279.44,17.47
Sukkur,Sugarcane,Loam,1.01,5.0,1364811.23,25.78
Bahawalpur,Maize,Sandy,15.54,20.0,18671927.48,263.82
Sukkur,Sugarcane,Loam,17.47,25.0,23669383.2,84.56
Lahore,Cotton,Loam,13.92,50.0,16431581.69,76.05
Bahawalpur,Maize,Clay,16.04,20.0,15447898.32,202.53
Sukkur,Sugarcane,Loam,10.49,5.0,12174640.14,219.71
Sargodha,Rice,Clay,12.75,15.0,10235968.41,74.94
Sukkur,Maize,Loam,1.09,25.0,1257479.83,4.36
Multan,Sugarcane,Loam,14.22,30.0,19201103.45,87.81
Hyderabad,Maize,Clay,9.25,40.0,8478854.24,16.04
Sargodha,Sugarcane,Clay,13.68,15.0,19388327.65,136.63
Multan,Sugarcane,Clay,16.04,25.0,21667015.77,119.17
Bahawalpur,Cotton,Sandy,15.13,30.0,26116817.22,239.34
Faisalabad,Sugarcane,Loam,3.05,7.5,2864697.6,81.67
Sargodha,Sugarcane,Sandy,16.66,7.5,25841167.3,385.79
Bahawalpur,Cotton,Clay,2.66,15.0,2813980.88,51.12
Lahore,Rice,Sandy,5.47,5.0,7322070.19,340.86
Bahawalpur,Sugarcane,Loam,17.33,40.0,21981341.48,151.21
Bahawalpur,Maize,Sandy,5.82,50.0,7558977.01,41.8
Faisalabad,Rice,Clay,4.8,10.0,3986521.32,89.82
Bahawalpur,Sugarcane,Clay,4.9,30.0,6332481.03,58.71
Hyderabad,Maize,Sandy,2.97,5.0,3329740.09,46.13
Lahore,Cotton,Sandy,10.54,40.0,12446998.06,74.16
Bahawalpur,Rice,Clay,6.62,5.0,9972516.67,548.09
Bahawalpur,Sugarcane,Clay,15.66,5.0,18185624.52,1015.4
Sukkur,Cotton,Clay,19.11,5.0,18709329.86,326.63
Faisalabad,Rice,Clay,19.9,10.0,23995771.25,535.97
Lahore,Maize,Loam,14.29,15.0,12181702.8,197.64
Sukkur,Rice,Clay,16.88,15.0,22409340.29,141.38
Lahore,Cotton,Sandy,4.86,20.0,7439436.89,91.38
Faisalabad,Rice,Sandy,19.83,25.0,34679846.6,291.4
Hyderabad,Sugarcane,Clay,15.72,20.0,17867252.12,65.6
Lahore,Maize,Loam,19.08,20.0,18145052.64,210.2
Lahore,Sugarcane,Clay,7.91,30.0,7493134.09,55.73
Multan,Cotton,Loam,4.82,50.0,6652487.63,18.23
Multan,Maize,Loam,14.4,5.0,17805429.12,505.24
Lahore,Sugarcane,Clay,17.83,15.0,15559686.36,251.42
Sukkur,Maize,Clay,9.44,30.0,8707319.69,26.9
Hyderabad,Maize,Sandy,10.55,50.0,13882610.16,20.32
Hyderabad,Wheat,Loam,14.98,10.0,17913674.97,135.71
Sargodha,Wheat,Clay,2.02,10.0,1415809.16,15.76
Faisalabad,Maize,Sandy,11.13,7.5,14472215.26,435.1
Sukkur,Sugarcane,Loam,15.95,20.0,18965521.15,84.74
Multan,Cotton,Loam,15.36,5.0,13721000.0,382.67
Lahore,Rice,Loam,7.24,25.0,10306409.43,97.68
Sukkur,Rice,Clay,15.88,5.0,24256644.7,440.83
Multan,Cotton,Sandy,16.5,15.0,23006755.72,221.63
Multan,Wheat,Clay,18.95,40.0,17503212.95,60.0
Bahawalpur,Rice,Clay,16.91,7.5,13969108.51,489.74
Multan,Sugarcane,Clay,18.87,15.0,13631660.89,132.88
Faisalabad,Wheat,Clay,4.08,30.0,3244642.41,23.46
Lahore,Cotton,Sandy,19.61,10.0,33239459.47,765.95
Hyderabad,Wheat,Loam,9.41,50.0,10284697.96,15.26
Multan,Wheat,Loam,14.89,15.0,13656414.52,138.03
Lahore,Sugarcane,Sandy,9.41,25.0,18050549.99,163.73
Sukkur,Rice,Loam,7.05,15.0,9926448.19,62.55
Bahawalpur,Sugarcane,Sandy,17.08,50.0,27888964.19,156.33
Bahawalpur,Rice,Clay,10.67,25.0,11798735.58,128.27
Sukkur,Maize,Loam,7.61,5.0,5390938.99,101.17
Bahawalpur,Wheat,Sandy,7.56,7.5,12812480.66,451.9
Lahore,Sugarcane,Sandy,18.08,15.0,39969001.99,612.01
Sargodha,Cotton,Sandy,16.01,15.0,23086554.22,169.61
Lahore,Wheat,Clay,10.45,7.5,9397500.99,286.02
Hyderabad,Wheat,Clay,3.98,5.0,4320538.71,59.13
Sukkur,Sugarcane,Loam,1.03,20.0,1159481.79,5.2
Sargodha,Cotton,Sandy,6.56,7.5,12255107.21,170.35
Sukkur,Sugarcane,Sandy,1.46,15.0,3009701.32,18.34
Faisalabad,Sugarcane,Loam,8.17,15.0,10860682.71,157.52
Lahore,Wheat,Sandy,6.49,20.0,9537258.46,111.46
Multan,Maize,Loam,14.65,15.0,10230889.93,97.46
Sukkur,Sugarcane,Sandy,4.15,10.0,7062188.5,64.21
Lahore,Wheat,Loam,11.59,25.0,12215033.13,115.5
Lahore,Rice,Clay,15.25,7.5,19251081.3,582.21
Lahore,Maize,Sandy,11.54,20.0,16110021.59,182.9
Sukkur,Wheat,Sandy,12.05,15.0,19243873.67,110.06
Multan,Sugarcane,Sandy,16.47,10.0,22333573.06,310.14
Hyderabad,Wheat,Loam,14.19,5.0,14292106.81,209.55
Sukkur,Maize,Clay,8.56,30.0,7507609.32,23.0
Faisalabad,Sugarcane,Loam,19.24,40.0,22865292.88,120.24
Hyderabad,Sugarcane,Sandy,18.92,7.5,47045997.61,436.66
Hyderabad,Rice,Loam,5.47,15.0,7541642.46,36.53
Bahawalpur,Cotton,Loam,6.72,50.0,8391954.74,46.14
Faisalabad,Rice,Clay,12.06,30.0,12595225.95,92.48
Sukkur,Maize,Clay,17.92,25.0,15177948.59,52.14
Lahore,Maize,Sandy,4.51,50.0,8134051.84,40.13
Sukkur,Rice,Sandy,13.53,25.0,32078636.51,112.52
Sukkur,Sugarcane,Clay,6.96,15.0,7574514.14,43.22
Lahore,Sugarcane,Loam,6.39,30.0,9731778.14,78.69
Sukkur,Maize,Loam,5.5,20.0,6533035.97,30.55
Bahawalpur,Rice,Clay,4.87,7.5,4244742.37,147.86
Multan,Wheat,Sandy,18.88,40.0,25398215.91,95.62
Faisalabad,Rice,Sandy,19.14,25.0,34159542.46,296.01
Hyderabad,Sugarcane,Sandy,12.87,25.0,19487296.01,55.01
Faisalabad,Wheat,Sandy,15.61,25.0,22514111.83,195.66
Sargodha,Wheat,Loam,19.3,40.0,19333676.4,51.37
Lahore,Wheat,Clay,15.02,30.0,16586513.11,124.07
Faisalabad,Rice,Loam,6.48,25.0,6646152.8,56.12
Multan,Maize,Clay,1.59,25.0,1232973.81,7.48
Sargodha,Cotton,Loam,1.98,25.0,2011550.35,9.03
Sukkur,Sugarcane,Clay,12.16,20.0,17362250.61,81.83
Bahawalpur,Cotton,Sandy,3.38,30.0,6610705.05,61.99
Hyderabad,Wheat,Loam,14.53,50.0,18140533.08,26.04
Lahore,Cotton,Clay,18.65,40.0,17006845.69,99.52
Sargodha,Cotton,Sandy,10.73,50.0,13085061.25,28.66
Lahore,Rice,Loam,16.07,50.0,31276237.28,142.03
Bahawalpur,Cotton,Loam,7.16,25.0,8269871.28,87.26
Sukkur,Rice,Loam,2.59,40.0,3586696.93,7.77
Multan,Wheat,Loam,10.58,5.0,12425511.33,348.75
Bahawalpur,Maize,Sandy,18.34,5.0,26030572.41,1410.01
Bahawalpur,Sugarcane,Loam,19.44,30.0,23803942.41,214.41
Faisalabad,Cotton,Loam,16.27,25.0,19703828.41,179.73
Bahawalpur,Cotton,Clay,13.15,50.0,11781950.46,63.13
Bahawalpur,Cotton,Clay,17.15,40.0,17748800.19,118.3
Faisalabad,Sugarcane,Loam,5.93,50.0,8019204.31,33.32
Lahore,Sugarcane,Loam,14.44,40.0,21020145.7,120.14
Faisalabad,Rice,Clay,1.01,40.0,1020765.45,5.35
Hyderabad,Sugarcane,Loam,12.61,5.0,16050816.55,220.46
Faisalabad,Cotton,Loam,9.67,5.0,10171632.85,448.75
Bahawalpur,Cotton,Loam,16.93,40.0,21755969.28,146.93
Faisalabad,Wheat,Clay,17.95,20.0,17258207.74,185.92
Multan,Cotton,Sandy,17.86,30.0,28397135.05,133.71
Sargodha,Maize,Sandy,10.41,50.0,17058536.09,37.61
Lahore,Cotton,Loam,19.19,40.0,21054527.53,118.54
Multan,Wheat,Loam,10.72,7.5,9567183.96,187.03
Lahore,Rice,Clay,10.71,15.0,11245271.52,176.33
Sargodha,Cotton,Sandy,13.27,7.5,13182684.62,180.84
Lahore,Sugarcane,Clay,8.75,5.0,8754847.61,400.72
Multan,Sugarcane,Sandy,6.0,25.0,9464719.49,53.84
Sargodha,Rice,Clay,14.29,30.0,18350560.4,64.33
Sargodha,Rice,Loam,4.08,7.5,6522698.23,94.5
Sargodha,Sugarcane,Clay,6.69,7.5,7454369.47,103.54
Hyderabad,Rice,Sandy,9.2,20.0,16863842.81,63.28
Faisalabad,Maize,Loam,4.97,10.0,4061317.14,83.63
Multan,Maize,Loam,2.93,20.0,2759067.57,20.52
Sargodha,Cotton,Clay,12.68,7.5,10313079.28,150.02
Faisalabad,Sugarcane,Clay,5.68,25.0,6195147.95,51.33
Lahore,Wheat,Sandy,5.02,20.0,5813646.19,66.53
Bahawalpur,Wheat,Sandy,18.93,25.0,27184712.28,280.74
Sargodha,Wheat,Sandy,11.58,40.0,22696970.48,58.91
Sargodha,Sugarcane,Loam,7.63,15.0,9007606.85,65.16
Faisalabad,Maize,Loam,19.82,7.5,23882063.21,673.48
Bahawalpur,Cotton,Loam,4.37,30.0,5440601.25,47.66
Hyderabad,Maize,Sandy,11.06,5.0,16522479.88,234.79
Hyderabad,Maize,Sandy,12.7,25.0,19232877.72,54.34
Multan,Rice,Sandy,8.94,5.0,16548301.3,482.07
Sukkur,Rice,Loam,5.06,25.0,9407828.76,33.91
Bahawalpur,Rice,Sandy,8.04,20.0,14837250.22,200.02
Hyderabad,Wheat,Clay,4.48,40.0,3171911.01,5.66
Hyderabad,Wheat,Clay,13.75,5.0,8259422.25,113.73
Faisalabad,Maize,Clay,5.02,30.0,4791164.94,33.58
Sukkur,Rice,Loam,13.96,40.0,18768080.7,42.62
Sargodha,Maize,Sandy,8.9,15.0,13373033.69,93.09
Multan,Maize,Sandy,4.01,40.0,6227509.04,21.92
Multan,Cotton,Clay,16.85,20.0,15603468.76,108.35
Hyderabad,Wheat,Clay,10.18,5.0,7283882.6,106.06
Sukkur,Maize,Sandy,13.35,25.0,20076779.64,68.92
Hyderabad,Cotton,Sandy,14.46,7.5,20202732.01,188.3
Sargodha,Wheat,Sandy,4.76,15.0,7282815.69,53.28
Sukkur,Cotton,Clay,7.3,40.0,9045503.32,19.73
Multan,Rice,Clay,3.67,40.0,5377192.74,19.49
Sukkur,Rice,Sandy,6.21,15.0,10152186.35,59.06
Multan,Sugarcane,Sandy,6.67,40.0,10229054.21,37.82
Multan,Sugarcane,Clay,13.36,30.0,12180824.03,58.62
Lahore,Maize,Clay,10.98,7.5,8511365.68,273.02
Bahawalpur,Sugarcane,Loam,2.21,50.0,1825579.62,9.8
Sargodha,Cotton,Clay,4.09,10.0,3895388.79,40.96
Multan,Wheat,Loam,2.08,5.0,1792023.41,52.76
Multan,Rice,Sandy,8.25,25.0,17835300.28,107.9
Lahore,Sugarcane,Sandy,10.05,15.0,22619434.0,365.17
Multan,Rice,Sandy,17.99,5.0,27832360.2,802.78
Multan,Cotton,Sandy,8.9,25.0,12249508.42,67.31
Multan,Wheat,Sandy,5.67,15.0,7090735.48,66.19
Hyderabad,Maize,Clay,3.86,5.0,2998371.75,43.55
Lahore,Sugarcane,Sandy,19.01,25.0,29559972.62,289.04
Multan,Wheat,Clay,19.31,30.0,17485511.34,82.47
Faisalabad,Sugarcane,Sandy,17.54,20.0,32963409.42,363.96
Multan,Wheat,Sandy,9.35,25.0,16474803.33,91.86
Lahore,Rice,Clay,8.19,15.0,9085668.01,146.29
Bahawalpur,Cotton,Clay,11.93,50.0,13105296.23,73.18
Hyderabad,Cotton,Sandy,14.54,40.0,21943899.3,38.65
Sargodha,Sugarcane,Clay,12.77,5.0,15452842.68,338.59
Sargodha,Rice,Sandy,18.72,40.0,47973874.79,136.39
Lahore,Rice,Loam,15.76,10.0,22264177.29,539.26
Sargodha,Sugarcane,Sandy,13.99,25.0,28938883.05,128.28
Sargodha,Sugarcane,Loam,18.96,5.0,29425504.22,605.24
Sargodha,Rice,Loam,9.75,15.0,14584420.37,106.29
Sukkur,Sugarcane,Sandy,1.8,15.0,3257955.73,20.13
Multan,Rice,Loam,19.38,7.5,27904016.67,533.89
Multan,Rice,Sandy,4.11,20.0,9025693.22,68.0
Lahore,Wheat,Loam,4.0,25.0,3509013.47,33.93
Sukkur,Sugarcane,Sandy,9.25,15.0,17589780.35,104.9
Hyderabad,Cotton,Loam,4.48,25.0,5286481.14,14.56
Faisalabad,Cotton,Sandy,3.61,10.0,6150978.96,137.75
Hyderabad,Wheat,Loam,15.68,50.0,15177028.98,21.88
Multan,Rice,Loam,3.06,7.5,4375728.79,80.87
Hyderabad,Maize,Clay,9.35,20.0,7023289.8,25.47
Sukkur,Rice,Loam,11.39,25.0,12040597.51,42.38
Multan,Rice,Sandy,2.39,25.0,5034861.57,29.92
Hyderabad,Cotton,Sandy,15.74,7.5,25436783.99,245.12
Multan,Rice,Loam,16.72,30.0,30683135.54,140.99
Multan,Wheat,Loam,13.3,30.0,14524291.15,68.84
Hyderabad,Sugarcane,Clay,11.31,5.0,12685727.09,188.85
Bahawalpur,Rice,Clay,7.0,10.0,8635098.98,235.98
Hyderabad,Cotton,Loam,6.18,5.0,7067612.56,106.06
Multan,Maize,Clay,17.88,7.5,12299995.53,237.24
Multan,Wheat,Sandy,17.46,30.0,24133523.66,122.08
Bahawalpur,Maize,Clay,18.41,40.0,12769942.9,82.44
